cust_id,no_transactions,avg_sales
c4c33dff-02c6-4d80-84e5-19218bc89afb,1,47.58
1efe034a-faca-47a7-8346-468980fd139a,1,47.58
24bb5736-e660-4502-9c31-1c3be7bc9c9d,1,47.58
82c838dc-feaf-4198-881d-0b8325a5e969,1,47.6
b30a87f5-ab92-4dc3-a113-aa17d5593f90,1,47.71
7b757167-c633-4965-a61e-4238191920e9,1,47.74
6a786863-b597-44a6-aae6-3b8adab3bef1,1,47.74
981a9c9a-f637-493b-bb08-b734abbcf8fb,1,47.77
00959c68-ba8f-40ee-8bb9-c2bc5637d159,1,47.79
27ebe6da-c996-406a-95e0-f8f8db9f626c,1,47.79
dcc645a7-6a13-452e-bd0d-a07c1c600231,1,47.79
d953bd8f-f723-4b21-965f-fd1613884cdc,1,47.79
78ae1e37-9cb6-40b0-80f0-6439eab572ee,1,47.79
eef003ea-e1df-4a4c-a479-01e88ebc346b,1,47.79
4fdbc942-fbe9-4fad-9b11-85020217a734,1,47.79
62a7f1c4-7c1a-4347-b76a-7027cd638ab3,1,47.83
594b2986-b9bb-4d4e-ae6f-af8c2fb96830,1,47.84
f916e6b2-75d7-4e6b-b565-b159e3810a7b,1,47.94
8be4aa9b-2bbb-4c9c-a641-2eedbc8c8e2b,1,47.94
55004e3a-4af3-40ef-a33a-d01cdcb031a0,1,47.95
c75096f7-6db7-4883-84f0-82922cb55fb1,1,48.03
3e658bb5-392c-4353-819e-7663b5831fd8,1,48.08
b814eb06-c486-405f-8e44-3df0bfc5b701,1,48.08
7f9ab918-eaf4-49f6-8cad-2b24408b0434,1,48.1
c62e0c3f-d082-44a2-90c7-6b9a7dee1afd,1,48.14
2ecba2d0-b043-40c7-a52c-87f8021bde2f,1,48.2
fe93deb9-9d89-4833-aa1b-d78ca7caf5b7,1,48.25
ced46f9b-3374-4c38-94be-30ea5b12219e,1,48.36
cb39b871-85bf-4f7c-b5ff-01bc8365f2d4,1,48.36
1ca2984e-b72c-46e4-8e73-1b660116d50c,1,48.36
a1fa09e9-9952-4506-bc88-b1f91ac9fbf5,1,48.36
e5921294-dfc1-4356-90dc-b88825d9f4d1,1,48.36
3d24ade5-acca-4e5f-b855-76c7882e9da7,1,48.36
5fef96a8-7273-4d68-b405-3ef46c6ceab6,1,48.36
52755843-69e4-476e-b458-c94a1586f493,1,48.36
bfb95c0c-f748-417b-91bd-e79302b523b9,1,48.38
3b5bd618-9985-4a02-b1d0-4c914ec1244b,1,48.42
fec4cbc0-d603-4966-8fe1-22b0eadd25ce,1,48.48
aeac7132-1a12-44d4-9ecd-fbdaa851dbf8,1,48.55
a94efe44-aa24-4181-a260-506824df5397,1,48.61
bfd10458-70fd-4548-897f-fce7944e40fb,1,48.61
232725b4-3747-4b61-9453-b4753882f583,1,48.67
6dcb477c-a90e-447a-834d-22ee74593dd4,1,48.75
2710e861-d1c0-43db-980f-bd65ea2ba5ab,1,48.78
6f8db0b4-ffae-4158-a3f5-fda7bab8f76d,1,48.78
744747b4-8c03-45af-a047-711b150e012f,1,48.85
cd9af24b-e6b8-4a77-8ec4-2657be6a8bd3,1,48.92
7b4a0b41-8d68-4ce1-ae68-07e1207a1873,1,48.95
64dfd488-a769-4536-af35-4cdc0e36d3bd,1,49.02
6d55215d-c5be-402c-9860-7fcaaaa8e57b,1,49.05
0b0a0967-e6cd-43fb-abd9-59c798c19277,1,49.06
4cacd4fe-ed0d-4ae7-ba28-c38e0013c2a8,1,49.07
94cc6119-bc01-44a2-9e4e-7bf842972ec5,1,49.1
6977ec7c-673e-4999-85e7-1034d26e90c5,1,49.13
b842eb03-a5e4-42b9-89e6-6bac514b7a0c,1,49.18
2b831d35-8e97-4955-a1cb-a3b5999fcdf5,1,49.2
b3b354b9-3276-49ed-824b-c9ed52d3a172,1,49.2
223536d0-f39b-4db4-bbfd-cfbe2d333cbd,1,49.23
61e8d944-08dc-4814-a4cb-bc52a54a77f1,1,49.29
a8011294-dd48-4188-a24a-5cfe885cd0bd,1,49.29
333f845e-0740-43d7-8904-b67cbaa5dbfd,1,49.29
f33629f0-7089-44e8-8adc-51bfd565b622,1,49.29
636f85b2-8c97-482e-bf91-d85d41d53b36,1,49.3
73e6a9cf-143b-4fc3-88d7-e6ff7f262af7,1,49.31
f5a60d88-862e-490e-86f3-96eda48deb74,1,49.32
cc0479d0-3847-421c-9948-a260b54f7eef,1,49.32
dafe84db-98b4-4bd3-be9a-27761e55bf04,1,49.32
fcc4c744-c39e-45eb-8654-352c43db4603,1,49.32
cb434dfc-1ea2-4ecd-84a4-ca8f266802d4,1,49.35
1cefe20d-8a97-49a7-96aa-a2a9b208d337,1,49.36
87861443-83ae-484f-9d41-ac1ed92083b3,1,49.36
abd0c917-4ca3-4730-952a-5f23a28a7645,1,49.36
1563fd13-d121-4df7-907c-795078e73740,1,49.36
91e40f18-a1d8-41c4-bd49-6bc39883ac64,1,49.37
316d309e-a182-47e4-bbee-4a921dedd3d3,1,49.38
f16f789a-817b-4433-923e-5ab428585580,1,49.4
7c951291-130b-434f-acb7-8af7b6ce85d7,1,49.41
8b009332-d355-4c14-bbb3-ea7c564f3aa2,1,49.43
91dc0457-9591-4bf7-84a9-709f63e15450,1,49.45
a5cec095-a7fb-4049-bee8-f06cb721f6a8,1,49.48
d42ae585-2748-4c79-8d78-7140f0fc8152,1,49.49
27e95990-49e7-4acd-8092-29861f6aa89e,1,49.5
b7d67cc3-9d3c-41df-8f77-a8a7299208ea,1,49.5
56d23938-2083-4a14-96f4-c36a81e372cc,1,49.56
3e821321-ac80-40a1-b465-7c1dca33246d,1,49.64
445a741a-8b1e-454a-a48c-35b9c8945779,1,49.65
a7c9f370-1034-4103-a910-ce0c6cedd9f6,1,49.71
1f8e05ad-a247-4678-8a8d-fba28f63cdbf,1,49.72
5da84baf-2b34-4e8f-891e-4222c97acdf2,1,49.72
e7e1897b-b2b1-44a4-8138-1eda8d2ac394,1,49.72
f911bb78-2bb5-453e-81e3-a414031cbe0b,1,49.75
14ba7569-7dca-4acb-a3d9-4b47c0e05f98,1,49.76
5df60485-4959-469b-b27f-c180df5a8bf8,1,49.77
39f8d695-b967-4f13-9f05-75e1914d84ac,1,49.82
470254c9-2a58-426c-aa21-4a7356967ffd,1,49.83
dab3f7ca-fc9a-4da5-8afc-18f454ec4780,1,49.85
72855ebf-34b0-402f-b06c-d445dbaa4592,1,49.87
4070b864-7689-40e2-8446-75cd09aa8856,1,49.88
ca89f893-a8fc-4e0f-9d11-bf7de95b066b,1,49.93
8dca5699-dbea-405a-bc9f-010da20dbcb8,1,49.95
f2e48ec9-1bde-42a8-a8ab-7cb7c728ebe7,1,49.95
ad3b6535-2f4f-44a0-91af-1b1c30805015,1,49.95
88dd1ff9-cc43-4162-8209-9b97c37fbf1b,1,49.95
fc06eaf7-3ee8-4f1f-9c30-8b2479b8df85,1,49.95
931f2569-05a0-4f29-b1bc-a67609e91ae2,1,49.95
f00c83aa-e130-4a86-9f4b-3c83d295a9c0,1,50.01
d4d2f207-e379-4f52-a545-bd14a3bfe8dd,1,50.01
663a88ec-caf5-4c0e-8ace-97fc4e8ff9ff,1,50.03
3005178b-a8e5-43d7-8281-ffbabf57c3b1,1,50.03
e93202df-651b-49f9-9cc0-e9ba4d7ba310,1,50.03
a2db72c1-a2c4-476e-a969-3fa5bdfbe5f8,1,50.07
7c96f3b8-7865-4d29-8c43-3e9b82d8cacc,1,50.07
3a9f45c4-09e0-4129-889a-ff55effe32b3,1,50.11
2d50c515-b049-430f-89ba-38bbc21decb7,1,50.14
1083cd91-eac7-440a-b8d5-6016b6c4e23a,1,50.19
a42feaeb-5a17-4628-bd57-d0eb55b744ca,1,50.19
3a41ebd8-ed6f-42ed-8fd6-f7de28b87759,1,50.19
a2199d22-a99b-4d66-8b0f-99ce8c5c69ca,1,50.19
11a32d60-86aa-465c-aa3c-b7989dab46f1,1,50.2
52a9671a-3b5e-45e9-bb7f-ac54ddd3d0bc,1,50.22
aff8e539-dc79-4bf4-9c86-930a7645c459,1,50.3
00161d2a-7dc2-4642-aaca-41c81f3ed8be,1,50.31
b870db62-dde1-4a02-afd7-7e926827f76c,1,50.31
1f077868-13b0-47de-b75a-f915156810b8,1,50.36
2205801a-2ede-4840-8507-194f79732c6a,1,50.39
c5e05911-4591-4453-a507-041ceebe7ae5,1,50.42
d0080c30-bec2-4d7c-adf8-be4ac8644a94,1,50.42
2970d80a-bf34-4130-93ec-6d63c400f963,1,50.44
235cacc4-8beb-4e05-9d19-dcf7cdc46a61,1,50.47
1cfa093f-06cd-4b1a-9443-7a08e898ca03,1,50.49
c9196a6a-728b-4f71-b49d-703c7e1b3321,1,50.49
d9fb29a0-8abe-4e86-92cf-416b0351eaf7,1,50.56
9ed56d9d-94c5-468c-afd1-421fc4459437,1,50.56
b57106c3-7d0e-4141-8b84-21d7f0a4b631,1,50.57
6335795c-5a21-4e30-a769-db89b1193074,1,50.58
0d64b08b-91b4-4bc7-aa90-87c3eebb5e45,1,50.58
63f00c1a-e56e-4c24-a5de-451e561098c4,1,50.58
a740385c-12c0-4628-a38c-a7be6ee1c915,1,50.6
2fb650d4-5485-445c-bc04-154820e51104,1,50.65
0eefe288-777b-417e-8a49-292615d3b2c5,1,50.66
e1c28d7d-2417-4255-9ffa-5db17f63486b,1,50.67
26b22367-0bcd-4e37-b2b0-627083ae5f81,1,50.67
c28384df-96ff-4027-9e29-9effeca5542b,1,50.67
57e158e4-42fb-4807-8d21-96903c9d0307,1,50.67
d62d953e-be82-405c-bfd3-3e75a375642f,1,50.68
f05925be-2fd6-48ec-808d-8d76454cc841,1,50.72
5a707629-b3cd-4ca4-86ee-647a74cae22b,1,50.77
7b9ca885-5b15-47b7-a66d-6129c653ec1b,1,50.77
7099a6ad-84b1-420b-a483-204d84612a42,1,50.77
dd3156c0-1e24-4714-86b9-cfe82c6d8870,1,50.77
e73435e9-bbe4-49d2-a3dd-25348dbe0923,1,50.78
b3b7bbfc-82a3-43ce-97d4-8ec8fb015714,1,50.8
e444630a-5c5f-4d44-8236-92f2bd270081,1,50.81
80713034-e06a-4227-a4af-30683976e7fa,1,50.84
265f9661-fbaf-45a9-afaa-7fa6cc4f4e17,1,50.84
670def89-eb0e-4457-9510-88a659fedec3,1,50.85
710f5131-eb17-42fd-a57e-60aed3e3500b,1,50.85
c343df0e-8ea4-4f48-846e-bc069c81daed,1,50.85
14346411-9bfb-48c2-aa47-e4b4762f74b7,1,50.88
12a2ac60-33f0-4365-b67a-4c8fb34f2100,1,50.89
94da8e05-beaf-4f59-8394-0955f498ffae,1,50.9
1c77f81e-c6c9-4a90-be11-42a5d39874fe,1,50.94
85860aaf-dcb0-4447-a392-d62b6e421a96,1,51.08
de40c5b1-7c3c-4617-94b0-ec4ddba4f9ae,1,51.08
ea6ebb4b-f43c-4117-b854-230de6adf6fa,1,51.1
e074dfd4-6cd5-44ab-8de0-521c64139254,1,51.13
da7176bc-0c0e-4aec-9768-d48f52e4ccbd,1,51.13
b4a6d398-087b-4053-a279-605323a1c288,1,51.14
eb47c3c4-1ab0-4470-8b44-374ad816bfc2,1,51.24
f61ea6fd-b26b-4f54-816a-c452a8aaf1d2,1,51.24
4ac64a87-6f79-497f-9050-0d71ab9f365e,1,51.24
10ee4bf6-db1b-4393-8a3a-5a9a949bab97,1,51.24
882856c9-6dc6-45ff-9825-631706bb2806,1,51.24
99cb0301-ccb9-4d62-bc8b-aadcc414eba9,1,51.27
63ed6ea6-6876-4177-b44a-d53cf67aebbe,1,51.39
ea51530a-b197-4168-9082-a3a0231fb242,1,51.43
8c49a844-25f2-4949-b22b-dc533b1b6520,1,51.48
d334ad56-a4c4-4ead-a626-4edfd3891262,1,51.49
d00ac47b-6d85-42f5-af9f-f9d2618fbab9,1,51.59
62b4ea81-b080-48dc-bfa8-af46989488b2,1,51.63
b215808d-3251-4c21-99a8-17de7602998f,1,51.63
92d9d053-c421-49b9-b6b5-beac2d4de2f4,1,51.64
10e0822a-5a3a-4cf4-bc0d-04b779d27280,1,51.66
4bfa3495-4bb6-4c7f-bda1-364f83c23708,1,51.74
625d3092-71bc-428c-aafe-03cf54365f33,1,51.77
79f2740e-2955-4c0c-aa75-fadf60c583cc,1,51.83
a091fb70-9a0f-4fb6-9207-e6ea45547b75,1,51.84
16e5abde-2619-4fd1-8fff-a62271f9c530,1,51.85
fe6e35ee-aa34-4c9f-a3a0-d28acda4eeae,1,51.88
43863d61-16f6-40c7-8409-f996e8a20272,1,51.89
b9f93402-c9d8-40ba-8c21-bf8cf688f503,1,51.9
104ef642-21a4-4227-a567-418233810f51,1,51.9
09f1ee4d-dbb8-4f1f-a7a3-6acb45d57d5e,1,51.9
07c132ee-3dab-4cb9-83d9-cc8d0cd5ae9c,1,51.9
a0bdd81c-e0e0-48b0-a16f-68c5bd3eab21,1,51.9
e2adfe25-4620-4d56-bac9-0d40a4ecc1a2,1,51.91
a33eabce-7689-4faf-8b72-4294dd6eeea8,1,51.94
3465c994-63d0-4b12-87f4-b177874da75c,1,51.95
d0b97eab-048d-470f-b294-415b48a601e3,1,51.97
9f791e9e-f33d-41c4-b74f-d03379f9a8d9,1,52
eaf9b64a-f6bd-4c3f-bd9a-e625e32ed9e2,1,52.14
27e09a0a-a707-491f-96b2-7a981208a01f,1,52.16
9c079183-30f7-4afd-8ee0-d5670e5fc5df,1,52.19
235dabc2-925f-498b-b54b-9be12d64b595,1,52.24
c91cbed7-6383-4939-ad26-ad95026e9a8b,1,52.25
b681a3d3-924d-48f3-8974-19c5b1d4fdca,1,52.33
c9617a0a-be91-4640-852e-bd5de595cdf6,1,52.36
2452ff37-5cad-4d58-8015-0d28ae2352f8,1,52.38
5a2cc21c-1d73-48e0-b44b-34a2ab81e1c0,1,52.38
db537956-996e-42cf-8f24-be2e6bd802ea,1,52.6
a826efd5-47b0-4e25-8b15-8bc2c677678a,1,52.62
ee2d6a47-0c68-4b59-8b41-e1854be5fdb4,1,52.67
f03e0163-05c3-4620-b2fb-be3f08a74fdb,1,52.68
4b7fa6ab-899b-40f2-8a43-385e709018ed,1,52.69
2d7e893b-90de-4cdc-8a96-a6876b2a883d,1,52.8
60bfc616-971b-4d27-822f-d89235add157,1,52.85
a46dd4bf-c377-4f40-b311-0cae59c9a4d6,1,52.86
a0cf328c-ef19-4401-88da-3dc506b6d6fc,1,52.87
bb7f0862-73dc-4454-951f-9f491d394896,1,52.87
345b164f-138d-4d62-8b87-1682bc8a8eb4,1,52.88
1cbd682a-c1d6-42a6-96a2-56ab39a0578f,1,52.88
6ddf2c84-85de-4665-80fb-ea74f7dc189e,1,52.91
59302c3a-3d76-435f-abf6-af5df5d9eaae,1,52.94
88bc7dde-f359-400f-a795-e4132dccf4cc,1,53.08
36c929b9-d76c-4155-b9b8-2649f98e1455,1,53.3
7488ac9c-aec8-4f65-a39d-39310d90f347,1,53.31
3f03048d-f02d-4395-a771-bf82b135b081,1,53.4
25c7b729-9a2d-4875-9a64-f64aa0f6c4a6,1,53.58
cb4a5cc9-9e5b-457d-b2a2-a105540a4bff,1,53.67
590fab5b-fb21-4910-a514-11c863541cda,1,53.81
474b9240-1a79-44e1-b13e-ca1d5926adc6,1,53.9
c1f7d693-6d7c-4ac9-aad4-c848faa9b262,1,53.9
67911235-1de1-488a-b11e-2afeb9447e39,1,53.95
da0a3c2d-00e2-40d2-a4a0-4cbd0cc37312,1,53.99
d42773f9-7b25-49f6-a94b-1a3bdfb03e87,1,54
5cb2013d-3704-489c-a672-9357106c1fc1,1,54.03
5b60cae4-671b-4f40-aa15-1a858ca7c990,1,54.08
200826f1-7966-4e3e-b803-c0f6b61ff65b,1,54.26
552a7e5f-45cb-4e0b-b18e-cfd29d2b0707,1,54.29
ec04bbb8-3342-413a-82a9-2d5e1c9611c9,1,54.29
8d359096-a4cb-4c35-82f2-81766969986c,1,54.29
698995fb-6088-496e-b4c8-a83357470c78,1,54.34
6e6a44f8-6312-4ce3-bc13-a43b1186dc5f,1,54.41
49504a1d-4441-4468-a91e-e8e9e84ef33c,1,54.41
ae768fcb-45f4-44d0-97b9-2563803839b0,1,54.42
bddee2dd-1b45-437b-923c-4b4b09f5c928,1,54.47
065aa771-0a5e-40af-a4fa-097168d3b7f8,1,54.52
4dc611bb-c519-40c4-8bce-78463219c561,1,54.55
dd2065db-ba33-466d-baba-f3cf202fa9af,1,54.59
6c1d92d5-61c0-4c91-8843-b64f733fceb4,1,54.6
17c619eb-d934-43fc-a44e-6db3d81a2e84,1,54.66
b41e3d53-3dd3-4ed0-b55e-d4012983fdca,1,54.72
f454b383-7ef9-48a1-9be8-b3ccb97abec4,1,54.72
4040332e-ef1d-47f2-8c99-c7aa2a488f06,1,54.79
dad50d9c-e434-4a97-a557-ada7af0eef92,1,54.92
14a7f474-a2b0-4e90-9906-0236f86d7930,1,54.92
fed451a2-e32c-41a5-8c70-f0203805cde0,1,54.92
af57b04c-c301-4ccb-8381-70810085d94a,1,54.95
d4707fa9-3485-4742-8922-f351c5f53afb,1,55.01
1e52051b-ee61-425c-b0c9-57762e3f69a5,1,55.02
46f38c58-58c0-482e-9b0c-9e6159c32c58,1,55.02
7935e7dc-891e-448f-9ddc-29e47803a1a0,1,55.04
9a7f4cc5-6844-4048-b10f-fe3ed7e4a092,1,55.05
10f77b0c-7182-4e37-bdc7-1b8bd67d7ba6,1,55.05
94886e3c-53f7-4cb5-aac8-cde7c4dc9757,1,55.07
4974f74f-647a-403d-ba83-e97a8532954e,1,55.12
fe2afda2-5ea5-46d4-b7b9-b786e4297a9e,1,55.21
36c20079-7fea-4f6f-9b37-a37eccb1cf61,1,55.33
c32d27ce-a613-4f81-b28c-ada55a7d1cb4,1,55.33
b816e86b-f927-487a-ab73-8c7f38a43bfe,1,55.35
7325c04f-09d9-44d9-902b-509b79d90add,1,55.38
d6c00ead-8a8c-413f-aaef-b34e95e0f889,1,55.38
dd6466cb-bc0b-4f9f-8d0e-ac80479e2e84,1,55.38
54c20c6b-fa58-46fb-be92-25e298702a0d,1,55.38
0c417548-7c21-4c4b-bee8-1b3affe238d9,1,55.4
8181c87d-1bb0-4e29-b8d4-457e86819c87,1,55.41
4bf9fc08-1b35-4dcf-b999-caa6c7a7bb4f,1,55.44
faf4c7e1-bccf-4925-9371-ceb77b04be8c,1,55.48
cc4ae046-8218-4ac5-bf79-7ad12ea6e6fb,1,55.51
7dd4621a-7011-4021-ac19-63e112a8531d,1,55.54
b3a9db58-19ac-4c78-9de8-77ff0d85b969,1,55.54
ee16e138-c454-4711-bdfe-860ad6678948,1,55.54
5186f18e-4649-458d-90b7-01ced438b593,1,55.59
0a9b2767-2628-4541-8e5b-7ae7a7e6c6bb,1,55.65
3b2f2187-19dd-4b0c-bd93-1f01915bd95e,1,55.66
1e09582c-47de-424c-a643-8674998a75f1,1,55.66
278a3ee0-c8ce-496e-81bb-e51d79665f56,1,55.7
1c139cd0-85de-44ea-a50a-4a41368c6ced,1,55.72
c63f2ba0-7700-46a9-8909-f2f67229b282,1,55.77
d7d7b3a8-877b-4d1e-acbd-bb10d1f879ff,1,55.77
929377b5-67af-4e84-a8f0-0ce3bd242b85,1,55.78
8a144cde-d3e9-4260-be75-a725bada9fb8,1,55.81
d0069cbe-da06-423a-a25e-524dbe12ad76,1,55.81
07f21658-e779-48bd-99a6-1625ee071798,1,55.82
448ed07c-8c01-45ea-846b-0175a3d5a356,1,55.83
497f456a-f6d5-419f-927b-1430bf05ec42,1,55.83
cb779886-2db8-40a5-857b-51dda9ce680c,1,55.83
15d5d279-2a4c-4476-b88e-6fe1788cf8c0,1,55.89
e23acbe9-0be3-405d-9247-cf7442c2b68a,1,56
93bab9e7-15ea-4aca-8eef-48b6341f4231,1,56.01
3d453df8-c9d3-449f-b61e-0f4d9d3eefbf,1,56.06
187445c2-dc67-4cb5-89a3-1b2166eeb951,1,56.07
22d05e90-99f3-4b56-a777-e165955bb9e9,1,56.12
60681405-db26-443c-ade6-0dc955b720ea,1,56.15
a4c8cfdb-8655-4877-83fd-7d49ccb565be,1,56.15
4cccbeea-3be3-4cc5-ab16-2f35775ce5f0,1,56.16
d572f054-b737-4ca8-969d-3dc91a2517dc,1,56.17
7a05ccd3-d486-4136-bee8-e16190cd39ca,1,56.18
6a0dc266-cc94-429a-91d9-d5c9fb90194e,1,56.18
c2155a7b-4196-4a68-8a29-154ba4f547fd,1,56.18
0115aaf6-5dcb-4b16-93ef-5af65733cb1d,1,56.18
943f1940-4ff9-4c52-a32c-26490730f32a,1,56.2
8fedc514-84d6-456f-9863-6bf7c3152edc,1,56.23
63fc0399-4b6c-4113-a72a-e49382e01ac6,1,56.36
06f972a3-1c3f-4dd8-9765-2db4c726b271,1,56.45
7e787a89-f910-4c49-85de-df5d4782a3b0,1,56.51
777dc850-cf8e-467a-9a4f-bae2735779a9,1,56.51
87b4377d-6301-4f63-9b91-ce15b9602406,1,56.53
d793ec6d-bceb-4e65-8db3-5afc7d4cc129,1,56.53
1acbb240-1ec0-457a-a97a-aed15237ee53,1,56.53
df5df0f1-d775-4c25-a5b6-8d4e065b4a54,1,56.56
0bc0e96e-30c0-42a2-bda4-3138b135b671,1,56.7
8d1c89e3-d8e1-4e18-8fcd-62cd4c5243c5,1,56.8
728588b2-b355-4e26-a847-36fda02d1450,1,56.81
92f8e774-dd11-4c0f-9553-9697c3ab99cc,1,56.83
bf373d03-1145-40ee-9e4f-b1e1954f8597,1,56.85
f33e7da0-922f-422a-85e9-f423bfdc11c8,1,56.86
803345b3-0bca-4ad7-a27b-6010c27e94b6,1,56.9
4e9b53ad-54df-4088-af8f-9b47059b7ef3,1,56.9
17707564-aacb-40ac-abe7-1492a3afa244,1,56.9
ac294034-afaf-4f87-9f79-69ee503b57e6,1,56.9
26aa8a21-c20f-4d0b-847f-7820c1cadca0,1,56.9
3ed0aa06-b628-45e8-9ddb-8ee1269da5d0,1,56.9
1e874105-bbae-4026-b896-42694aef98d6,1,56.96
015c24f8-6ead-4a50-b9e7-c5df8b726ab1,1,56.96
4d5b40cc-f168-4a8b-8ce6-2b8da8255f25,1,57.05
8162a5f6-ef0f-40c9-b9ba-47bf9d2f1767,1,57.09
439b049e-dc05-40fa-be1d-64daaabb10dd,1,57.1
2eb529b4-b564-4789-9542-a4b3d3c2845c,1,57.1
86b55655-be67-4ee1-a685-80b41a89745b,1,57.18
bd6cfc70-162e-45b1-814a-66623c1c1330,1,57.19
16429bbd-c610-437c-bcda-0e8d293e3625,1,57.22
a3e03143-d03c-4150-9f3d-90c496ef7ee9,1,57.24
0fcbc835-7c06-4ad1-aa50-be9f07b27d18,1,57.29
5e3bf396-d5ef-4f6d-aa5d-6f95d0ea16ff,1,57.3
ca81f12c-e273-493e-9935-61b5f5f14d54,1,57.35
9d32e857-72b8-4575-a938-e25ac1f5986e,1,57.36
0ee05bec-ad6e-42fe-9353-0d0a32145346,1,57.39
0b7ae1b2-51a7-41fc-a16b-04ec7eaaaeb8,1,57.57
11f5b547-94e1-47f7-9dea-edc6dd72ea00,1,57.61
f268a887-6289-4842-87ed-dff9be5ac0a0,1,57.63
20fa5abb-1fc5-4b1b-83eb-7ae47826c21a,1,57.72
0f655411-ba10-4b08-ae3e-b9e7b0366cff,1,57.75
ad1984a2-172f-42a0-b8c6-13cfc6cade56,1,57.76
43284ece-720c-4868-b138-5b938e9eaf07,1,57.83
c27d22cf-3730-4531-ba34-6c101f000ce4,1,57.85
fb258218-c057-4cd0-bd15-c4a811f9c74f,1,57.97
0d485c7a-c23f-4c41-add0-968c1b3183e9,1,58.06
7e756685-f276-47cb-9fe7-d8580adec6c4,1,58.16
9a7b862a-8f44-4b1c-ab2c-0344ec182c10,1,58.21
31cca329-f0fe-49c5-a4b9-3ec9904edd6a,1,58.24
31192a38-9eee-4c2b-8dfd-b7d972aa2a5f,1,58.25
5fbd328e-9e90-4e49-978d-4fcab5729a96,1,58.27
85a404d1-ff1c-4c93-b3a9-b470ace9db2d,1,58.43
ace79a49-4487-4c61-8d1f-916dc187810b,1,58.47
c06fd457-f565-4634-afee-193839f244c3,1,58.53
fe6eb399-0d2f-4005-8cbc-0b9fc3b99e6e,1,58.53
ea0119aa-099b-497d-b172-eb6108da2f0b,1,58.59
ec2d711e-345b-4d71-86a3-7c1efdbbb658,1,58.75
eb8562b7-5f42-4394-a629-caeaaa11dee8,1,58.77
ef7ccf92-6c18-4fef-ab50-f881bb9b5b97,1,58.8
ebab1d29-1590-4b0e-8651-a988cd67f3fb,1,58.84
b8523892-afb5-433c-837a-5bcde3b494a6,1,58.87
c1a11403-12d7-4cee-8c08-9173522f5c01,1,58.89
d7cd5c46-3d50-473a-97b1-828a0d979c39,1,59
b9db5024-63cf-4b8a-8260-ac5672a7557f,1,59.01
154912af-cec0-4890-86be-0759ff2e9d56,1,59.02
b0154169-f371-49e7-a583-20ba1486820f,1,59.05
7f339f7e-62b5-451a-9b84-b53187a40717,1,59.24
a037a350-3d26-4468-b9ae-809ed9422367,1,59.28
ad47ee91-3d1b-4ee6-9149-f9fde0d22d0e,1,59.29
55bf71db-f279-4608-bb5c-fd65fcaf837f,1,59.3
f3a6c739-96f4-4c9b-abe8-972396fccf4e,1,59.31
02ab0237-93a2-483a-a188-2e1b2505e713,1,59.34
f31bf927-2c2a-4534-bf56-597f1ac1b449,1,59.35
8c5226d5-45e2-4462-ac4c-c6c5928b7d47,1,59.36
9c0f7b5f-6edc-4425-baf5-5a24b95b9c0d,1,59.53
bfbb1d43-2e7e-4d4d-b983-6f7252b3f04f,1,59.6
3ca81e5b-e78b-4bac-9bbc-ded2c5e5f4c6,1,59.62
b938a6f3-f1f7-4432-a449-2d87eeba623e,1,59.62
68467d58-be79-44a0-86e1-4411771bc4c6,1,59.69
b0d3d484-0fcd-4847-9f17-8d99eb9b8c68,1,59.76
380ce251-b63e-4964-9bc7-88dc0c59ef2d,1,59.77
29266dbe-6d93-4b4a-9a0c-f6087e16465f,1,59.81
08a44b6e-01f9-4cdf-b509-ff1810006d29,1,59.9
f8cbf5c7-1657-498d-bc4d-6d29d9e45dbe,1,59.9
a8150ea0-d493-4fd7-8232-7837e5a36bf5,1,59.9
abb0e923-5e0a-4199-b143-4a56fa2ab8d4,1,59.9
7af86006-b3fb-44fd-a2db-1add702521c4,1,59.9
224ef7e4-89cb-4f21-97b9-f580604d23c8,1,59.97
e77099d2-35cb-4f10-b88a-e633f5d107ac,1,59.97
a4758656-3288-4256-82bd-f5586e7d8722,1,60.01
34cef91f-2c6e-4db8-8797-ba2bc95a63af,1,60.03
a51c949a-fce1-4037-8fee-914ac141f141,1,60.07
942352e1-2ebd-44c0-b7ae-ccf4956ec215,1,60.13
7fcf5d9b-1372-4c0f-8b36-449b3d51b368,1,60.15
57dcbd4c-9411-4fd5-9cf6-14daee5b3214,1,60.32
42eec23a-fe0c-474e-9842-e36c7f3b9ee7,1,60.32
77a325ee-594b-4b93-bf3a-388aeb417aa8,1,60.34
4956500a-1a6b-4ef0-a1fb-dbe150a23fe6,1,60.34
73573dee-870a-4876-83e0-003614410200,1,60.35
8a332282-ced1-407d-9f66-0650c4eb4426,1,60.43
4b666d06-4c95-42b0-acd0-b80b35116eb5,1,60.43
d0472a73-05a9-470d-9743-70b4eec53927,1,60.47
2c1c9005-34ac-4f3d-bb78-d9cc8b9bd405,1,60.47
d780bc38-2cf1-4bda-b9f1-406b1f29e6a0,1,60.48
5c759542-00a8-4f79-b4c2-7eabea10a067,1,60.51
6257b132-d55d-434c-8975-1277eacdf4ad,1,60.56
6235e4d2-7edb-4cc7-8741-ce544a51d932,1,60.56
83a46b85-8b96-4e7f-93e3-c7ab94c28b0d,1,60.56
5771a83b-f064-4cbf-8ceb-0207dc3f4b97,1,60.64
e62b5f83-f435-4a6b-80ce-2b8381fa81ee,1,60.7
